ccm,scm,usm,coords
0,5,16,"[[1518, 909], [1517, 868], [1538, 868], [1538, 910]]"
0,5,17,"[[1491, 909], [1490, 868], [1511, 868], [1511, 910]]"
0,5,18,"[[1471, 909], [1470, 868], [1491, 868], [1491, 910]]"
0,5,19,"[[1449, 909], [1448, 868], [1469, 868], [1469, 910]]"
0,5,20,"[[1424, 909], [1423, 868], [1444, 868], [1444, 910]]"
0,5,21,"[[1403, 909], [1402, 868], [1423, 868], [1423, 910]]"
0,5,22,"[[1382, 909], [1381, 868], [1402, 868], [1402, 910]]"
0,5,23,"[[1358, 909], [1357, 868], [1378, 868], [1378, 910]]"
0,5,24,"[[1337, 909], [1336, 868], [1357, 868], [1357, 910]]"
0,5,25,"[[1315, 909], [1314, 868], [1335, 868], [1335, 910]]"
0,5,26,"[[1289, 909], [1288, 868], [1309, 868], [1309, 910]]"
0,5,27,"[[1268, 909], [1267, 868], [1288, 868], [1288, 910]]"
0,5,28,"[[1248, 909], [1247, 868], [1268, 868], [1268, 910]]"
0,5,29,"[[1539, 817], [1538, 776], [1559, 776], [1559, 818]]"
0,5,30,"[[1517, 817], [1516, 776], [1537, 776], [1537, 818]]"
0,5,31,"[[1492, 817], [1491, 776], [1512, 776], [1512, 818]]"
0,5,32,"[[1470, 817], [1469, 776], [1490, 776], [1490, 818]]"
0,5,33,"[[1449, 817], [1448, 776], [1469, 776], [1469, 818]]"
0,5,34,"[[1425, 817], [1424, 776], [1445, 776], [1445, 818]]"
0,5,35,"[[1403, 817], [1402, 776], [1423, 776], [1423, 818]]"
0,5,36,"[[1383, 817], [1382, 776], [1403, 776], [1403, 818]]"
0,5,37,"[[1357, 817], [1356, 776], [1377, 776], [1377, 818]]"
0,5,38,"[[1335, 817], [1334, 776], [1355, 776], [1355, 818]]"
0,5,39,"[[1316, 817], [1315, 776], [1336, 776], [1336, 818]]"
0,5,40,"[[1290, 817], [1289, 776], [1310, 776], [1310, 818]]"
0,5,41,"[[1268, 817], [1267, 776], [1288, 776], [1288, 818]]"
0,5,42,"[[1248, 817], [1247, 776], [1268, 776], [1268, 818]]"
0,5,43,"[[1538, 774], [1537, 733], [1558, 733], [1558, 775]]"
0,5,44,"[[1518, 774], [1517, 733], [1538, 733], [1538, 775]]"
0,5,45,"[[1492, 774], [1491, 733], [1512, 733], [1512, 775]]"
0,5,46,"[[1471, 774], [1470, 733], [1491, 733], [1491, 775]]"
0,5,47,"[[1451, 774], [1450, 733], [1471, 733], [1471, 775]]"
0,5,48,"[[1425, 774], [1424, 733], [1445, 733], [1445, 775]]"
0,5,49,"[[1404, 774], [1403, 733], [1424, 733], [1424, 775]]"
0,5,50,"[[1383, 774], [1382, 733], [1403, 733], [1403, 775]]"
0,5,51,"[[1357, 774], [1356, 733], [1377, 733], [1377, 775]]"
0,5,52,"[[1337, 774], [1336, 733], [1357, 733], [1357, 775]]"
0,5,53,"[[1315, 774], [1314, 733], [1335, 733], [1335, 775]]"
0,5,54,"[[1289, 774], [1288, 733], [1309, 733], [1309, 775]]"
0,5,55,"[[1270, 774], [1269, 733], [1290, 733], [1290, 775]]"
0,5,56,"[[1249, 774], [1248, 733], [1269, 733], [1269, 775]]"
0,5,57,"[[1613, 801], [1612, 781], [1654, 781], [1654, 802]]"
0,5,58,"[[1613, 831], [1612, 811], [1654, 811], [1654, 832]]"
0,5,59,"[[1613, 850], [1612, 830], [1654, 830], [1654, 851]]"
0,2,0,"[[1613, 869], [1612, 849], [1654, 849], [1654, 870]]"
0,6,0,"[[844, 1584], [843, 1543], [864, 1543], [864, 1585]]"
0,6,1,"[[1347, 239], [1346, 207], [1364, 207], [1364, 240]]"
0,6,2,"[[1314, 239], [1313, 207], [1331, 207], [1331, 240]]"
0,6,3,"[[1291, 239], [1290, 198], [1311, 198], [1311, 240]]"
0,6,4,"[[1223, 239], [1222, 198], [1243, 198], [1243, 240]]"
0,6,5,"[[1196, 239], [1195, 198], [1216, 198], [1216, 240]]"
0,6,6,"[[1151, 239], [1150, 198], [1171, 198], [1171, 240]]"
0,6,7,"[[1133, 239], [1132, 198], [1153, 198], [1153, 240]]"
0,6,8,"[[1112, 239], [1111, 198], [1132, 198], [1132, 240]]"
0,6,9,"[[1089, 239], [1088, 198], [1109, 198], [1109, 240]]"
0,6,10,"[[1071, 239], [1070, 198], [1091, 198], [1091, 240]]"
0,6,11,"[[1287, 334], [1286, 293], [1307, 293], [1307, 335]]"
0,6,12,"[[1268, 334], [1267, 293], [1288, 293], [1288, 335]]"
0,6,13,"[[1247, 334], [1246, 293], [1267, 293], [1267, 335]]"
0,6,14,"[[1220, 334], [1219, 293], [1240, 293], [1240, 335]]"
0,6,15,"[[1200, 334], [1199, 293], [1220, 293], [1220, 335]]"
0,6,16,"[[1180, 334], [1179, 293], [1200, 293], [1200, 335]]"
0,6,17,"[[1152, 334], [1151, 293], [1172, 293], [1172, 335]]"
0,6,18,"[[1134, 334], [1133, 293], [1154, 293], [1154, 335]]"
0,6,19,"[[1114, 334], [1113, 293], [1134, 293], [1134, 335]]"
0,6,20,"[[1083, 334], [1082, 293], [1103, 293], [1103, 335]]"
0,6,21,"[[1066, 334], [1065, 293], [1086, 293], [1086, 335]]"
0,6,22,"[[1048, 334], [1047, 293], [1068, 293], [1068, 335]]"
0,6,23,"[[1018, 334], [1017, 293], [1038, 293], [1038, 335]]"
0,6,24,"[[998, 334], [997, 293], [1018, 293], [1018, 335]]"
0,6,25,"[[978, 334], [977, 293], [998, 293], [998, 335]]"
0,6,26,"[[950, 334], [949, 293], [970, 293], [970, 335]]"
0,6,27,"[[930, 334], [929, 293], [950, 293], [950, 335]]"
0,6,28,"[[911, 334], [910, 293], [931, 293], [931, 335]]"
0,6,29,"[[882, 334], [881, 293], [902, 293], [902, 335]]"
0,6,30,"[[863, 334], [862, 293], [883, 293], [883, 335]]"
0,6,31,"[[844, 334], [843, 293], [864, 293], [864, 335]]"
0,6,32,"[[816, 334], [815, 293], [836, 293], [836, 335]]"
0,6,33,"[[795, 334], [794, 293], [815, 293], [815, 335]]"
0,6,34,"[[777, 334], [776, 293], [797, 293], [797, 335]]"
0,6,35,"[[749, 334], [748, 293], [769, 293], [769, 335]]"
0,6,36,"[[730, 334], [729, 293], [750, 293], [750, 335]]"
0,6,37,"[[709, 334], [708, 293], [729, 293], [729, 335]]"
0,6,38,"[[616, 334], [615, 293], [636, 293], [636, 335]]"
0,6,39,"[[598, 334], [597, 293], [618, 293], [618, 335]]"
0,6,40,"[[579, 334], [578, 293], [599, 293], [599, 335]]"
0,6,41,"[[532, 291], [531, 271], [573, 271], [573, 292]]"
0,6,42,"[[532, 272], [531, 252], [573, 252], [573, 273]]"
0,6,43,"[[532, 253], [531, 233], [573, 233], [573, 254]]"
0,6,44,"[[587, 235], [586, 194], [607, 194], [607, 236]]"
0,6,45,"[[616, 235], [615, 194], [636, 194], [636, 236]]"
0,6,46,"[[684, 235], [683, 194], [704, 194], [704, 236]]"
0,6,47,"[[710, 239], [709, 198], [730, 198], [730, 240]]"
0,6,48,"[[730, 239], [729, 198], [750, 198], [750, 240]]"
0,6,49,"[[750, 239], [749, 198], [770, 198], [770, 240]]"
0,6,50,"[[774, 239], [773, 198], [794, 198], [794, 240]]"
0,6,51,"[[804, 239], [803, 198], [824, 198], [824, 240]]"
0,6,52,"[[859, 239], [858, 198], [879, 198], [879, 240]]"
0,6,53,"[[402, 342], [438, 327], [446, 347], [406, 362]]"
0,6,54,"[[393, 321], [429, 306], [437, 326], [397, 341]]"
0,6,55,"[[384, 299], [420, 284], [428, 304], [388, 319]]"
0,6,56,"[[375, 276], [411, 261], [419, 281], [379, 296]]"
0,6,57,"[[351, 223], [364, 259], [344, 267], [329, 227]]"
0,6,58,"[[331, 231], [344, 267], [324, 275], [309, 235]]"
0,6,59,"[[294, 313], [330, 298], [338, 318], [298, 333]]"
0,6,60,"[[300, 333], [336, 318], [344, 338], [304, 353]]"
0,6,61,"[[308, 356], [344, 341], [352, 361], [312, 376]]"
0,6,62,"[[348, 370], [361, 406], [341, 414], [326, 374]]"
0,6,63,"[[330, 378], [343, 414], [323, 422], [308, 382]]"
0,7,0,"[[311, 385], [324, 421], [304, 429], [289, 389]]"
0,7,1,"[[1378, 329], [1377, 309], [1419, 309], [1419, 330]]"
0,7,2,"[[1378, 294], [1377, 274], [1419, 274], [1419, 295]]"
0,7,3,"[[1378, 266], [1377, 246], [1419, 246], [1419, 267]]"
0,7,4,"[[1422, 335], [1421, 294], [1442, 294], [1442, 336]]"
0,7,5,"[[1408, 432], [1407, 391], [1428, 391], [1428, 433]]"
0,7,6,"[[1381, 432], [1380, 391], [1401, 391], [1401, 433]]"
0,7,7,"[[1357, 432], [1356, 391], [1377, 391], [1377, 433]]"
0,7,8,"[[1337, 432], [1336, 391], [1357, 391], [1357, 433]]"
0,7,9,"[[1315, 432], [1314, 391], [1335, 391], [1335, 433]]"
0,7,10,"[[1289, 432], [1288, 391], [1309, 391], [1309, 433]]"
0,7,11,"[[1269, 432], [1268, 391], [1289, 391], [1289, 433]]"
0,7,12,"[[1247, 432], [1246, 391], [1267, 391], [1267, 433]]"
0,7,13,"[[1154, 433], [1153, 392], [1174, 392], [1174, 434]]"
0,7,14,"[[1133, 433], [1132, 392], [1153, 392], [1153, 434]]"
0,7,15,"[[1114, 433], [1113, 392], [1134, 392], [1134, 434]]"
0,7,16,"[[1087, 433], [1086, 392], [1107, 392], [1107, 434]]"
0,7,17,"[[1066, 433], [1065, 392], [1086, 392], [1086, 434]]"
0,7,18,"[[1047, 433], [1046, 392], [1067, 392], [1067, 434]]"
0,7,19,"[[1020, 433], [1019, 392], [1040, 392], [1040, 434]]"
0,7,20,"[[1000, 433], [999, 392], [1020, 392], [1020, 434]]"
0,7,21,"[[980, 433], [979, 392], [1000, 392], [1000, 434]]"
0,7,22,"[[953, 433], [952, 392], [973, 392], [973, 434]]"
0,7,23,"[[932, 433], [931, 392], [952, 392], [952, 434]]"
0,7,24,"[[910, 433], [909, 392], [930, 392], [930, 434]]"
0,7,25,"[[885, 433], [884, 392], [905, 392], [905, 434]]"
0,7,26,"[[866, 433], [865, 392], [886, 392], [886, 434]]"
0,7,27,"[[843, 433], [842, 392], [863, 392], [863, 434]]"
0,7,28,"[[750, 433], [749, 392], [770, 392], [770, 434]]"
0,7,29,"[[730, 433], [729, 392], [750, 392], [750, 434]]"
0,7,30,"[[710, 433], [709, 392], [730, 392], [730, 434]]"
0,7,31,"[[683, 433], [682, 392], [703, 392], [703, 434]]"
0,7,32,"[[663, 433], [662, 392], [683, 392], [683, 434]]"
0,7,33,"[[640, 433], [639, 392], [660, 392], [660, 434]]"
0,7,34,"[[616, 433], [615, 392], [636, 392], [636, 434]]"
0,7,35,"[[597, 433], [596, 392], [617, 392], [617, 434]]"
0,7,36,"[[596, 474], [595, 435], [616, 435], [616, 475]]"
0,7,37,"[[616, 474], [615, 435], [636, 435], [636, 475]]"
0,7,38,"[[641, 478], [640, 437], [661, 437], [661, 479]]"
0,7,39,"[[663, 478], [662, 437], [683, 437], [683, 479]]"
0,7,40,"[[684, 478], [683, 437], [704, 437], [704, 479]]"
0,7,41,"[[710, 478], [709, 437], [730, 437], [730, 479]]"
0,7,42,"[[731, 478], [730, 437], [751, 437], [751, 479]]"
0,7,43,"[[750, 478], [749, 437], [770, 437], [770, 479]]"
0,7,44,"[[1314, 475], [1313, 434], [1334, 434], [1334, 476]]"
0,7,45,"[[1290, 475], [1289, 434], [1310, 434], [1310, 476]]"
0,7,46,"[[1268, 475], [1267, 434], [1288, 434], [1288, 476]]"
0,7,47,"[[1249, 475], [1248, 434], [1269, 434], [1269, 476]]"
0,7,48,"[[1155, 478], [1154, 437], [1175, 437], [1175, 479]]"
0,7,49,"[[1133, 478], [1132, 437], [1153, 437], [1153, 479]]"
0,7,50,"[[1114, 478], [1113, 437], [1134, 437], [1134, 479]]"
0,7,51,"[[1086, 478], [1085, 437], [1106, 437], [1106, 479]]"
0,7,52,"[[1066, 478], [1065, 437], [1086, 437], [1086, 479]]"
0,8,67,"[[1046, 478], [1045, 437], [1066, 437], [1066, 479]]"
0,8,68,"[[1020, 478], [1019, 437], [1040, 437], [1040, 479]]"
0,8,69,"[[1001, 478], [1000, 437], [1021, 437], [1021, 479]]"
0,8,70,"[[980, 478], [979, 437], [1000, 437], [1000, 479]]"
0,8,71,"[[954, 478], [953, 437], [974, 437], [974, 479]]"
0,8,72,"[[933, 478], [932, 437], [953, 437], [953, 479]]"
0,8,73,"[[910, 478], [909, 437], [930, 437], [930, 479]]"
0,8,74,"[[885, 478], [884, 437], [905, 437], [905, 479]]"
0,8,0,"[[864, 478], [863, 437], [884, 437], [884, 479]]"
0,8,1,"[[641, 569], [640, 528], [661, 528], [661, 570]]"
0,8,2,"[[662, 569], [661, 528], [682, 528], [682, 570]]"
0,8,3,"[[682, 569], [681, 528], [702, 528], [702, 570]]"
0,8,4,"[[708, 569], [707, 528], [728, 528], [728, 570]]"
0,8,5,"[[729, 569], [728, 528], [749, 528], [749, 570]]"
0,8,75,"[[750, 569], [749, 528], [770, 528], [770, 570]]"
0,8,6,"[[843, 478], [842, 437], [863, 437], [863, 479]]"
0,8,7,"[[775, 569], [774, 528], [795, 528], [795, 570]]"
0,8,8,"[[798, 569], [797, 528], [818, 528], [818, 570]]"
0,8,9,"[[819, 569], [818, 528], [839, 528], [839, 570]]"
0,8,10,"[[843, 569], [842, 528], [863, 528], [863, 570]]"
0,8,11,"[[864, 569], [863, 528], [884, 528], [884, 570]]"
0,8,12,"[[886, 569], [885, 528], [906, 528], [906, 570]]"
0,8,13,"[[910, 569], [909, 528], [930, 528], [930, 570]]"
0,8,14,"[[932, 569], [931, 528], [952, 528], [952, 570]]"
0,8,15,"[[953, 569], [952, 528], [973, 528], [973, 570]]"
0,8,16,"[[979, 569], [978, 528], [999, 528], [999, 570]]"
0,8,17,"[[999, 569], [998, 528], [1019, 528], [1019, 570]]"
0,8,18,"[[1018, 569], [1017, 528], [1038, 528], [1038, 570]]"
0,8,19,"[[1046, 569], [1045, 528], [1066, 528], [1066, 570]]"
0,8,20,"[[1065, 569], [1064, 528], [1085, 528], [1085, 570]]"
0,8,21,"[[1086, 569], [1085, 528], [1106, 528], [1106, 570]]"
0,8,22,"[[1114, 569], [1113, 528], [1134, 528], [1134, 570]]"
0,8,23,"[[1134, 569], [1133, 528], [1154, 528], [1154, 570]]"
0,8,24,"[[1153, 569], [1152, 528], [1173, 528], [1173, 570]]"
0,8,25,"[[1155, 612], [1154, 571], [1175, 571], [1175, 613]]"
0,8,26,"[[1134, 612], [1133, 571], [1154, 571], [1154, 613]]"
0,8,27,"[[1114, 612], [1113, 571], [1134, 571], [1134, 613]]"
0,8,28,"[[1087, 612], [1086, 571], [1107, 571], [1107, 613]]"
0,8,29,"[[1066, 612], [1065, 571], [1086, 571], [1086, 613]]"
0,8,30,"[[1047, 612], [1046, 571], [1067, 571], [1067, 613]]"
0,8,31,"[[1021, 612], [1020, 571], [1041, 571], [1041, 613]]"
0,8,32,"[[1000, 612], [999, 571], [1020, 571], [1020, 613]]"
0,8,33,"[[979, 612], [978, 571], [999, 571], [999, 613]]"
0,8,34,"[[953, 612], [952, 571], [973, 571], [973, 613]]"
0,8,35,"[[933, 612], [932, 571], [953, 571], [953, 613]]"
0,8,36,"[[912, 612], [911, 571], [932, 571], [932, 613]]"
0,8,37,"[[886, 612], [885, 571], [906, 571], [906, 613]]"
0,8,38,"[[863, 612], [862, 571], [883, 571], [883, 613]]"
0,8,39,"[[843, 612], [842, 571], [863, 571], [863, 613]]"
0,8,40,"[[819, 612], [818, 571], [839, 571], [839, 613]]"
0,8,41,"[[799, 612], [798, 571], [819, 571], [819, 613]]"
0,8,42,"[[776, 612], [775, 571], [796, 571], [796, 613]]"
0,8,43,"[[752, 612], [751, 571], [772, 571], [772, 613]]"
0,8,44,"[[731, 612], [730, 571], [751, 571], [751, 613]]"
0,8,45,"[[709, 612], [708, 571], [729, 571], [729, 613]]"
0,8,46,"[[683, 612], [682, 571], [703, 571], [703, 613]]"
0,8,47,"[[663, 612], [662, 571], [683, 571], [683, 613]]"
0,8,48,"[[999, 707], [998, 666], [1019, 666], [1019, 708]]"
0,8,49,"[[979, 707], [978, 666], [999, 666], [999, 708]]"
0,8,50,"[[953, 707], [952, 666], [973, 666], [973, 708]]"
0,8,51,"[[932, 707], [931, 666], [952, 666], [952, 708]]"
0,8,52,"[[912, 707], [911, 666], [932, 666], [932, 708]]"
0,8,53,"[[885, 707], [884, 666], [905, 666], [905, 708]]"
0,8,54,"[[865, 707], [864, 666], [885, 666], [885, 708]]"
0,8,55,"[[843, 707], [842, 666], [863, 666], [863, 708]]"
0,8,56,"[[818, 707], [817, 666], [838, 666], [838, 708]]"
0,8,57,"[[798, 707], [797, 666], [818, 666], [818, 708]]"
0,8,58,"[[776, 707], [775, 666], [796, 666], [796, 708]]"
0,8,59,"[[750, 707], [749, 666], [770, 666], [770, 708]]"
0,8,60,"[[730, 707], [729, 666], [750, 666], [750, 708]]"
0,8,61,"[[710, 707], [709, 666], [730, 666], [730, 708]]"
0,8,62,"[[683, 707], [682, 666], [703, 666], [703, 708]]"
0,8,63,"[[696, 741], [732, 726], [740, 746], [700, 761]]"
0,8,64,"[[703, 760], [739, 745], [747, 765], [707, 780]]"
0,8,65,"[[710, 779], [746, 764], [754, 784], [714, 799]]"
0,8,66,"[[721, 810], [757, 795], [765, 815], [725, 830]]"
0,0,67,"[[730, 829], [766, 814], [774, 834], [734, 849]]"
0,0,0,"[[480, 278], [479, 245], [513, 245], [513, 279]]"
1,0,1,"[[263, 349], [262, 332], [276, 332], [276, 350]]"
1,0,2,"[[276, 349], [275, 332], [289, 332], [289, 350]]"
1,0,3,"[[290, 349], [289, 332], [303, 332], [303, 350]]"
1,0,4,"[[306, 349], [305, 332], [319, 332], [319, 350]]"
1,0,5,"[[319, 349], [318, 332], [332, 332], [332, 350]]"
1,0,6,"[[334, 349], [333, 332], [347, 332], [347, 350]]"
1,0,7,"[[351, 349], [350, 332], [364, 332], [364, 350]]"
1,0,8,"[[363, 349], [362, 332], [376, 332], [376, 350]]"
1,0,9,"[[377, 349], [376, 332], [390, 332], [390, 350]]"
1,0,10,"[[394, 349], [393, 332], [407, 332], [407, 350]]"
1,0,11,"[[408, 349], [407, 332], [421, 332], [421, 350]]"
1,0,12,"[[421, 349], [420, 332], [434, 332], [434, 350]]"
1,0,13,"[[263, 390], [262, 373], [276, 373], [276, 391]]"
1,0,14,"[[276, 390], [275, 373], [289, 373], [289, 391]]"
1,0,15,"[[290, 390], [289, 373], [303, 373], [303, 391]]"
1,0,16,"[[305, 390], [304, 373], [318, 373], [318, 391]]"
1,0,17,"[[319, 390], [318, 373], [332, 373], [332, 391]]"
1,0,18,"[[334, 390], [333, 373], [347, 373], [347, 391]]"
1,0,19,"[[351, 390], [350, 373], [364, 373], [364, 391]]"
1,0,20,"[[363, 390], [362, 373], [376, 373], [376, 391]]"
1,0,21,"[[377, 390], [376, 373], [390, 373], [390, 391]]"
1,0,22,"[[441, 390], [440, 373], [454, 373], [454, 391]]"
1,0,23,"[[453, 390], [452, 373], [466, 373], [466, 391]]"
1,0,24,"[[466, 390], [465, 373], [479, 373], [479, 391]]"
1,0,25,"[[479, 390], [478, 373], [492, 373], [492, 391]]"
1,0,26,"[[492, 391], [500, 386], [505, 398], [494, 403]]"
1,0,27,"[[496, 398], [504, 393], [509, 405], [498, 410]]"
1,0,28,"[[497, 409], [511, 402], [516, 415], [499, 422]]"
1,0,29,"[[501, 417], [515, 410], [520, 423], [503, 430]]"
1,0,30,"[[506, 424], [520, 417], [525, 430], [508, 437]]"
1,0,31,"[[499, 438], [498, 430], [525, 430], [525, 439]]"
1,0,32,"[[499, 446], [498, 438], [525, 438], [525, 447]]"
1,0,33,"[[499, 453], [498, 445], [525, 445], [525, 454]]"
1,0,34,"[[499, 472], [498, 464], [525, 464], [525, 473]]"
1,0,35,"[[499, 480], [498, 472], [525, 472], [525, 481]]"
1,0,36,"[[499, 492], [498, 484], [525, 484], [525, 493]]"
1,0,37,"[[499, 500], [498, 492], [525, 492], [525, 501]]"
1,0,38,"[[499, 508], [498, 500], [525, 500], [525, 509]]"
1,0,39,"[[499, 518], [498, 510], [525, 510], [525, 519]]"
1,0,40,"[[509, 538], [508, 521], [522, 521], [522, 539]]"
1,0,41,"[[495, 538], [494, 521], [508, 521], [508, 539]]"
1,0,42,"[[481, 538], [480, 521], [494, 521], [494, 539]]"
1,0,43,"[[465, 538], [464, 521], [478, 521], [478, 539]]"
1,0,44,"[[452, 538], [451, 521], [465, 521], [465, 539]]"
1,0,45,"[[439, 538], [438, 521], [452, 521], [452, 539]]"
1,0,46,"[[422, 538], [421, 521], [435, 521], [435, 539]]"
1,0,47,"[[408, 538], [407, 521], [421, 521], [421, 539]]"
1,0,48,"[[377, 538], [376, 521], [390, 521], [390, 539]]"
1,0,49,"[[364, 538], [363, 521], [377, 521], [377, 539]]"
1,0,50,"[[351, 538], [350, 521], [364, 521], [364, 539]]"
1,0,51,"[[262, 407], [261, 390], [275, 390], [275, 408]]"
1,0,52,"[[277, 407], [276, 390], [290, 390], [290, 408]]"
1,0,53,"[[290, 407], [289, 390], [303, 390], [303, 408]]"
1,0,54,"[[306, 407], [305, 390], [319, 390], [319, 408]]"
1,0,55,"[[320, 407], [319, 390], [333, 390], [333, 408]]"
1,0,56,"[[334, 407], [333, 390], [347, 390], [347, 408]]"
1,0,57,"[[350, 407], [349, 390], [363, 390], [363, 408]]"
1,0,58,"[[364, 407], [363, 390], [377, 390], [377, 408]]"
1,0,59,"[[378, 407], [377, 390], [391, 390], [391, 408]]"
1,0,60,"[[350, 444], [349, 427], [363, 427], [363, 445]]"
1,0,61,"[[363, 444], [362, 427], [376, 427], [376, 445]]"
1,0,62,"[[376, 444], [375, 427], [389, 427], [389, 445]]"
1,0,63,"[[394, 444], [393, 427], [407, 427], [407, 445]]"
1,0,64,"[[192, 425], [191, 417], [218, 417], [218, 426]]"
1,0,65,"[[192, 417], [191, 409], [218, 409], [218, 418]]"
1,0,66,"[[192, 409], [191, 401], [218, 401], [218, 410]]"
1,0,67,"[[192, 400], [191, 392], [218, 392], [218, 401]]"
1,1,0,"[[192, 392], [191, 384], [218, 384], [218, 393]]"
1,1,1,"[[454, 341], [468, 334], [473, 347], [456, 354]]"
1,1,2,"[[449, 333], [463, 326], [468, 339], [451, 346]]"
1,1,3,"[[445, 326], [459, 319], [464, 332], [447, 339]]"
1,1,4,"[[438, 314], [452, 307], [457, 320], [440, 327]]"
1,1,5,"[[434, 307], [448, 300], [453, 313], [436, 320]]"
1,1,6,"[[429, 300], [443, 293], [448, 306], [431, 313]]"
1,1,7,"[[422, 288], [436, 281], [441, 294], [424, 301]]"
1,1,8,"[[417, 281], [431, 274], [436, 287], [419, 294]]"
1,1,9,"[[412, 274], [426, 267], [431, 280], [414, 287]]"
1,1,10,"[[407, 264], [421, 257], [426, 270], [409, 277]]"
1,1,11,"[[402, 256], [416, 249], [421, 262], [404, 269]]"
1,1,12,"[[398, 249], [412, 242], [417, 255], [400, 262]]"
1,1,13,"[[391, 238], [405, 231], [410, 244], [393, 251]]"
1,1,14,"[[387, 231], [401, 224], [406, 237], [389, 244]]"
1,1,15,"[[382, 224], [396, 217], [401, 230], [384, 237]]"
1,1,16,"[[375, 212], [389, 205], [394, 218], [377, 225]]"
1,1,17,"[[371, 205], [385, 198], [390, 211], [373, 218]]"
1,1,18,"[[366, 198], [380, 191], [385, 204], [368, 211]]"
1,1,19,"[[359, 187], [373, 180], [378, 193], [361, 200]]"
1,1,20,"[[355, 179], [369, 172], [374, 185], [357, 192]]"
1,1,21,"[[349, 172], [363, 165], [368, 178], [351, 185]]"
1,1,22,"[[345, 163], [359, 156], [364, 169], [347, 176]]"
1,1,23,"[[336, 142], [342, 138], [352, 163], [343, 166]]"
1,1,24,"[[323, 146], [329, 142], [339, 167], [330, 170]]"
1,1,25,"[[306, 150], [312, 146], [322, 171], [313, 174]]"
1,1,26,"[[294, 153], [300, 149], [310, 174], [301, 177]]"
1,1,27,"[[282, 155], [288, 151], [298, 176], [289, 179]]"
1,1,28,"[[265, 159], [271, 155], [281, 180], [272, 183]]"
1,1,29,"[[260, 181], [259, 173], [286, 173], [286, 182]]"
1,1,30,"[[260, 189], [259, 181], [286, 181], [286, 190]]"
1,1,31,"[[260, 200], [259, 192], [286, 192], [286, 201]]"
1,1,32,"[[260, 207], [259, 199], [286, 199], [286, 208]]"
1,1,33,"[[260, 215], [259, 207], [286, 207], [286, 216]]"
1,1,34,"[[260, 238], [259, 230], [286, 230], [286, 239]]"
1,1,35,"[[202, 231], [201, 214], [215, 214], [215, 232]]"
1,1,36,"[[188, 231], [187, 214], [201, 214], [201, 232]]"
1,1,37,"[[174, 231], [173, 214], [187, 214], [187, 232]]"
1,1,38,"[[158, 231], [157, 214], [171, 214], [171, 232]]"
1,1,39,"[[145, 231], [144, 214], [158, 214], [158, 232]]"
1,9,43,"[[131, 231], [130, 214], [144, 214], [144, 232]]"
1,1,41,"[[727, 216], [726, 199], [740, 199], [740, 217]]"
1,1,42,"[[22, 215], [21, 207], [48, 207], [48, 216]]"
1,1,43,"[[22, 208], [21, 200], [48, 200], [48, 209]]"
1,1,44,"[[22, 200], [21, 192], [48, 192], [48, 201]]"
1,1,45,"[[22, 189], [21, 181], [48, 181], [48, 190]]"
1,1,46,"[[53, 165], [59, 162], [67, 188], [58, 190]]"
1,1,47,"[[65, 163], [71, 159], [81, 184], [72, 187]]"
1,1,48,"[[94, 155], [100, 151], [110, 176], [101, 179]]"
1,1,49,"[[106, 153], [112, 149], [122, 174], [113, 177]]"
1,1,50,"[[119, 149], [125, 145], [135, 170], [126, 173]]"
1,1,51,"[[134, 146], [140, 142], [150, 167], [141, 170]]"
1,1,52,"[[146, 143], [152, 139], [162, 164], [153, 167]]"
1,1,53,"[[202, 248], [201, 231], [215, 231], [215, 249]]"
1,1,54,"[[188, 248], [187, 231], [201, 231], [201, 249]]"
1,1,55,"[[175, 248], [174, 231], [188, 231], [188, 249]]"
1,1,56,"[[159, 248], [158, 231], [172, 231], [172, 249]]"
1,1,57,"[[145, 248], [144, 231], [158, 231], [158, 249]]"
1,1,58,"[[131, 248], [130, 231], [144, 231], [144, 249]]"
1,1,59,"[[189, 288], [188, 271], [202, 271], [202, 289]]"
1,1,60,"[[175, 288], [174, 271], [188, 271], [188, 289]]"
1,1,61,"[[159, 288], [158, 271], [172, 271], [172, 289]]"
1,1,62,"[[145, 288], [144, 271], [158, 271], [158, 289]]"
1,1,63,"[[131, 288], [130, 271], [144, 271], [144, 289]]"
1,2,0,"[[115, 288], [114, 271], [128, 271], [128, 289]]"
1,2,1,"[[355, 627], [354, 616], [365, 616], [365, 628]]"
1,2,2,"[[365, 633], [364, 616], [378, 616], [378, 634]]"
1,2,3,"[[378, 633], [377, 616], [391, 616], [391, 634]]"
1,2,4,"[[394, 633], [393, 616], [407, 616], [407, 634]]"
1,2,5,"[[407, 633], [406, 616], [420, 616], [420, 634]]"
1,2,6,"[[420, 633], [419, 616], [433, 616], [433, 634]]"
1,2,7,"[[438, 633], [437, 616], [451, 616], [451, 634]]"
1,2,8,"[[452, 633], [451, 616], [465, 616], [465, 634]]"
1,2,9,"[[465, 633], [464, 616], [478, 616], [478, 634]]"
1,2,10,"[[481, 633], [480, 616], [494, 616], [494, 634]]"
1,2,11,"[[496, 633], [495, 616], [509, 616], [509, 634]]"
1,2,12,"[[509, 633], [508, 616], [522, 616], [522, 634]]"
1,2,13,"[[525, 633], [524, 616], [538, 616], [538, 634]]"
1,2,14,"[[539, 633], [538, 616], [552, 616], [552, 634]]"
